Invoice_Number,Amount,Posting_Date,Vendor_Name,GL_Account,Created_By,Approved_By,Entry_Type,Description
INV-11493,4405.21,2026-03-06,CloudScale Networks,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11493
INV-11494,584.33,2026-03-20,CloudScale Networks,6020-IT Cloud Infra,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11494
INV-11495,819.81,2026-03-13,Delta Freight,6020-IT Cloud Infra,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11495
INV-11496,2686.15,2026-03-13,TechSupplies Inc,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11496
INV-11497,4143.97,2026-03-09,TechSupplies Inc,6020-IT Cloud Infra,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11497
INV-11498,3209.9,2026-03-24,TechSupplies Inc,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11498
INV-11499,5032.39,2026-03-25,TechSupplies Inc,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11499
INV-11500,2599.55,2026-03-05,CloudScale Networks,6030-Consulting Fees,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11500
INV-11501,2847.95,2026-03-27,OfficeDepot Co,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11501
INV-11502,2748.26,2026-03-01,TechSupplies Inc,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11502
INV-11503,1224.31,2026-03-21,Delta Freight,6040-Freight & Delivery,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11503
INV-11504,4761.36,2026-03-04,Delta Freight,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11504
INV-11505,4897.19,2026-03-11,OfficeDepot Co,6030-Consulting Fees,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11505
INV-11506,4674.05,2026-03-14,TechSupplies Inc,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11506
INV-11507,3342.28,2026-03-27,Delta Freight,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11507
INV-11508,4530.48,2026-03-26,OfficeDepot Co,6040-Freight & Delivery,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11508
INV-11509,5064.18,2026-03-05,TechSupplies Inc,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11509
INV-11510,3832.38,2026-03-14,Delta Freight,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11510
INV-11511,2843.45,2026-03-25,TechSupplies Inc,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11511
INV-11512,1822.16,2026-03-26,Delta Freight,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11512
INV-11513,1155.24,2026-03-16,CloudScale Networks,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11513
INV-11514,2816.3,2026-03-19,Metro Facilities,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11514
INV-11515,3204.21,2026-03-01,CloudScale Networks,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11515
INV-11516,4356.73,2026-03-04,OfficeDepot Co,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11516
INV-11517,1780.89,2026-03-27,CloudScale Networks,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11517
INV-11518,5723.13,2026-03-02,Delta Freight,6020-IT Cloud Infra,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11518
INV-11519,1213.46,2026-03-14,CloudScale Networks,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11519
INV-11520,3719.12,2026-03-28,Metro Facilities,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11520
INV-11521,820.45,2026-03-01,CloudScale Networks,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11521
INV-11522,4449.35,2026-03-05,CloudScale Networks,6020-IT Cloud Infra,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11522
INV-11523,4116.27,2026-03-11,OfficeDepot Co,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11523
INV-11524,3491.91,2026-03-02,TechSupplies Inc,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11524
INV-11525,1128.75,2026-03-13,CloudScale Networks,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11525
INV-11526,4207.25,2026-03-17,Delta Freight,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11526
INV-11527,1308.7,2026-03-13,CloudScale Networks,6030-Consulting Fees,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11527
INV-11528,2350.43,2026-03-13,CloudScale Networks,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11528
INV-11529,3823.85,2026-03-15,Metro Facilities,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11529
INV-11530,3559.01,2026-03-26,Delta Freight,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11530
INV-11531,2335.84,2026-03-12,OfficeDepot Co,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11531
INV-11532,4650.51,2026-03-18,TechSupplies Inc,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11532
INV-11533,1118.09,2026-03-07,TechSupplies Inc,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11533
INV-11534,629.24,2026-03-26,OfficeDepot Co,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11534
INV-11535,547.34,2026-03-25,TechSupplies Inc,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11535
INV-11536,2146.03,2026-03-12,CloudScale Networks,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11536
INV-11537,5156.03,2026-03-17,TechSupplies Inc,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11537
INV-11538,4087.31,2026-03-19,CloudScale Networks,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11538
INV-11539,1110.67,2026-03-21,CloudScale Networks,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11539
INV-11540,3639.2,2026-03-17,CloudScale Networks,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11540
INV-11541,5236.31,2026-03-11,Metro Facilities,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11541
INV-11542,3275.77,2026-03-07,Delta Freight,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11542
INV-11543,5653.86,2026-03-26,CloudScale Networks,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11543
INV-11544,3840.7,2026-03-04,OfficeDepot Co,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11544
INV-11545,1129.87,2026-03-19,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11545
INV-11546,658.43,2026-03-09,CloudScale Networks,6040-Freight & Delivery,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11546
INV-11547,2863.95,2026-03-12,CloudScale Networks,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11547
INV-11548,2892.24,2026-03-17,Metro Facilities,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11548
INV-11549,5599.18,2026-03-15,OfficeDepot Co,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11549
INV-11550,4516.15,2026-03-26,TechSupplies Inc,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11550
INV-11551,4234.32,2026-03-13,TechSupplies Inc,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11551
INV-11552,2079.91,2026-03-22,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11552
INV-11553,2378.9,2026-03-06,Metro Facilities,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11553
INV-11554,5180.3,2026-03-11,Delta Freight,6040-Freight & Delivery,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11554
INV-11555,1748.68,2026-03-24,Metro Facilities,6040-Freight & Delivery,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11555
INV-11556,1690.1,2026-03-05,TechSupplies Inc,6050-Maintenance,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11556
INV-11557,2067.74,2026-03-26,TechSupplies Inc,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11557
INV-11558,2358.13,2026-03-28,Delta Freight,6020-IT Cloud Infra,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11558
INV-11559,3805.94,2026-03-06,Delta Freight,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11559
INV-11560,394.88,2026-03-15,Delta Freight,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11560
INV-11561,3551.23,2026-03-14,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11561
INV-11562,3956.71,2026-03-16,CloudScale Networks,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11562
INV-11563,3737.65,2026-03-19,CloudScale Networks,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11563
INV-11564,281.36,2026-03-22,Metro Facilities,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11564
INV-11565,1120.4,2026-03-05,OfficeDepot Co,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11565
INV-11566,1900.29,2026-03-27,Delta Freight,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11566
INV-11567,4051.17,2026-03-24,Metro Facilities,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11567
INV-11568,3845.82,2026-03-12,Metro Facilities,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11568
INV-11569,1069.82,2026-03-01,Metro Facilities,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11569
INV-11570,1703.51,2026-03-14,TechSupplies Inc,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11570
INV-11571,4337.7,2026-03-06,Delta Freight,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11571
INV-11572,2148.18,2026-03-14,Metro Facilities,6050-Maintenance,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11572
INV-11573,4443.26,2026-03-26,Delta Freight,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11573
INV-11574,1274.24,2026-03-16,TechSupplies Inc,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11574
INV-11575,3746.62,2026-03-19,Metro Facilities,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11575
INV-11576,4079.53,2026-03-18,Delta Freight,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11576
INV-11577,1201.75,2026-03-14,Delta Freight,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11577
INV-11578,4301.5,2026-03-17,Delta Freight,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11578
INV-11579,4549.32,2026-03-08,OfficeDepot Co,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11579
INV-11580,4548.08,2026-03-26,TechSupplies Inc,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11580
INV-11581,4296.44,2026-03-19,Metro Facilities,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11581
INV-11582,3438.71,2026-03-26,Delta Freight,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11582
INV-11583,3360.54,2026-03-17,Delta Freight,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11583
INV-11584,1240.16,2026-03-19,CloudScale Networks,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11584
INV-11585,4906.92,2026-03-07,OfficeDepot Co,6050-Maintenance,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11585
INV-11586,182.0,2026-03-20,TechSupplies Inc,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11586
INV-11587,5157.06,2026-03-24,TechSupplies Inc,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11587
INV-11588,5513.44,2026-03-08,OfficeDepot Co,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11588
INV-11589,2840.26,2026-03-02,CloudScale Networks,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11589
INV-11590,4820.22,2026-03-15,TechSupplies Inc,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11590
INV-11591,1801.21,2026-03-03,CloudScale Networks,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11591
INV-11592,4260.91,2026-03-26,CloudScale Networks,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11592
INV-11593,387.13,2026-03-11,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11593
INV-11594,2711.64,2026-03-06,CloudScale Networks,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11594
INV-11595,3644.78,2026-03-16,TechSupplies Inc,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11595
INV-11596,5380.71,2026-03-07,TechSupplies Inc,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11596
INV-11597,3103.67,2026-03-28,Metro Facilities,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11597
INV-11598,4698.16,2026-03-03,TechSupplies Inc,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11598
INV-11599,5285.3,2026-03-03,OfficeDepot Co,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11599
INV-11600,2954.82,2026-03-17,OfficeDepot Co,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11600
INV-11601,5928.85,2026-03-28,OfficeDepot Co,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11601
INV-11602,2395.02,2026-03-26,Delta Freight,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11602
INV-11603,3716.79,2026-03-24,Delta Freight,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11603
INV-11604,1743.21,2026-03-07,TechSupplies Inc,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11604
INV-11605,2252.87,2026-03-17,TechSupplies Inc,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11605
INV-11606,2186.24,2026-03-01,Metro Facilities,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11606
INV-11607,4101.91,2026-03-03,Delta Freight,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11607
INV-11608,1973.62,2026-03-11,CloudScale Networks,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11608
INV-11609,4111.41,2026-03-18,CloudScale Networks,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11609
INV-11610,1456.07,2026-03-18,CloudScale Networks,6050-Maintenance,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11610
INV-11611,3190.05,2026-03-25,TechSupplies Inc,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11611
INV-11612,4325.92,2026-03-16,CloudScale Networks,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11612
INV-11613,1400.9,2026-03-20,TechSupplies Inc,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11613
INV-11614,2098.58,2026-03-21,Metro Facilities,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11614
INV-11615,3571.21,2026-03-27,TechSupplies Inc,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11615
INV-11616,1727.74,2026-03-21,Metro Facilities,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11616
INV-11617,2362.15,2026-03-25,Delta Freight,6030-Consulting Fees,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11617
INV-11618,599.01,2026-03-10,OfficeDepot Co,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11618
INV-11619,2814.87,2026-03-08,TechSupplies Inc,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11619
INV-11620,83.93,2026-03-06,TechSupplies Inc,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11620
INV-11621,3664.76,2026-03-28,OfficeDepot Co,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11621
INV-11622,4442.03,2026-03-03,TechSupplies Inc,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11622
INV-11623,3580.5,2026-03-19,Delta Freight,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11623
INV-11624,918.04,2026-03-15,CloudScale Networks,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11624
INV-11625,3110.1,2026-03-16,CloudScale Networks,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11625
INV-11626,3301.3,2026-03-25,Delta Freight,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11626
INV-11627,581.23,2026-03-03,Metro Facilities,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11627
INV-11628,2513.24,2026-03-27,CloudScale Networks,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11628
INV-11629,2662.16,2026-03-23,OfficeDepot Co,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11629
INV-11630,1050.78,2026-03-12,Metro Facilities,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11630
INV-11631,2486.82,2026-03-07,Metro Facilities,6050-Maintenance,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11631
INV-11632,2153.24,2026-03-15,OfficeDepot Co,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11632
INV-11633,4667.76,2026-03-09,CloudScale Networks,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11633
INV-11634,3325.86,2026-03-18,Delta Freight,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11634
INV-11635,2202.57,2026-03-11,CloudScale Networks,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11635
INV-11636,1394.8,2026-03-14,TechSupplies Inc,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11636
INV-11637,1052.37,2026-03-20,CloudScale Networks,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11637
INV-11638,2479.7,2026-03-04,TechSupplies Inc,6020-IT Cloud Infra,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11638
INV-11639,212.65,2026-03-04,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11639
INV-11640,4559.17,2026-03-08,Delta Freight,6040-Freight & Delivery,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11640
INV-11641,4994.63,2026-03-26,OfficeDepot Co,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11641
INV-11642,3290.56,2026-03-06,Metro Facilities,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11642
INV-11643,3820.19,2026-03-11,Delta Freight,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11643
INV-11644,1356.34,2026-03-22,OfficeDepot Co,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11644
INV-11645,1966.55,2026-03-22,CloudScale Networks,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11645
INV-11646,701.26,2026-03-28,OfficeDepot Co,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11646
INV-11647,683.8,2026-03-17,TechSupplies Inc,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11647
INV-11648,4092.17,2026-03-11,TechSupplies Inc,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11648
INV-11649,3947.9,2026-03-12,Metro Facilities,6030-Consulting Fees,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11649
INV-11650,4416.71,2026-03-09,OfficeDepot Co,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11650
INV-11651,4164.75,2026-03-22,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11651
INV-11652,4101.18,2026-03-07,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11652
INV-11653,1591.07,2026-03-22,Delta Freight,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11653
INV-11654,4917.1,2026-03-12,Metro Facilities,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11654
INV-11655,2946.37,2026-03-02,Delta Freight,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11655
INV-11656,3902.02,2026-03-19,Metro Facilities,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11656
INV-11657,5514.85,2026-03-22,OfficeDepot Co,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11657
INV-11658,3479.42,2026-03-16,Metro Facilities,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11658
INV-11659,4153.95,2026-03-10,TechSupplies Inc,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11659
INV-11660,1411.49,2026-03-12,Delta Freight,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11660
INV-11661,499.0,2026-03-26,OfficeDepot Co,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11661
INV-11662,4211.56,2026-03-09,Metro Facilities,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11662
INV-11663,3737.19,2026-03-08,Delta Freight,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11663
INV-11664,4680.04,2026-03-04,CloudScale Networks,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11664
INV-11665,5607.63,2026-03-14,Metro Facilities,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11665
INV-11666,2130.41,2026-03-05,Metro Facilities,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11666
INV-11667,1247.9,2026-03-21,OfficeDepot Co,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11667
INV-11668,1203.27,2026-03-15,Delta Freight,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11668
INV-11669,3057.11,2026-03-15,OfficeDepot Co,6040-Freight & Delivery,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11669
INV-11670,2302.71,2026-03-03,TechSupplies Inc,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11670
INV-11671,3714.39,2026-03-20,OfficeDepot Co,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11671
INV-11672,3184.87,2026-03-13,OfficeDepot Co,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11672
INV-11673,2818.42,2026-03-02,Metro Facilities,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11673
INV-11674,5072.73,2026-03-19,TechSupplies Inc,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11674
INV-11675,1958.76,2026-03-07,TechSupplies Inc,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11675
INV-11676,3141.42,2026-03-21,Delta Freight,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11676
INV-11677,2371.97,2026-03-23,OfficeDepot Co,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11677
INV-11678,445.85,2026-03-04,CloudScale Networks,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11678
INV-11679,654.78,2026-03-02,TechSupplies Inc,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11679
INV-11680,2678.55,2026-03-09,Delta Freight,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11680
INV-11681,4185.68,2026-03-21,Metro Facilities,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11681
INV-11682,726.87,2026-03-16,CloudScale Networks,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11682
INV-11683,3495.15,2026-03-09,Metro Facilities,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11683
INV-11684,3714.6,2026-03-05,TechSupplies Inc,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11684
